Name,Ratings,Details,Price
"Nokia 6.2 (Ice, 64 GB)",4.3,"4 GB RAM | 64 GB ROM |
16.0 cm (6.3 inch) Full HD+ Display
16MP + 5MP + 8MP | 8MP Front Camera
3500 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
","₹12,999"
"Google Pixel XL (Very Silver, 128 GB)",4.5,"4 GB RAM | 128 GB ROM |
13.97 cm (5.5 inch) Quad HD Display
12.3MP Rear Camera | 8MP Front Camera
3450 mAh Battery
Qualcomm Snapdragon 821 64-bit Quad Core 2.15GHz Processor
Brand Warranty of 1 Year
","₹41,990"
Forme Power Two M22,4,"32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
1.3MP Rear Camera
1800 mAh Li-Ion Battery
1 Year Manufacturer Warranty
",₹999
"Nokia 7.2 (Cyan Green, 64 GB)",4.2,"6 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.0 cm (6.3 inch) Full HD+ Display
48MP + 5MP + 8MP | 20MP Front Camera
3500 mAh Battery
Qualcomm Snapdragon 660 Processor
Brand Warranty of 1 Year Available for Mobile
","₹17,099"
Forme Winner 2,4.3,"32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
1.3MP Rear Camera
1500 mAh Li-Ion Battery
1 Year Manufacturer Warranty
",₹999
Zen X40,4.1,"32 MB RAM | 32 MB ROM |
4.57 cm (1.8 inch) Display
1.3MP Rear Camera
800 mAh Battery
1 year
",₹849
Zen X40,4.1,"32 MB RAM | 32 MB ROM |
4.57 cm (1.8 inch) Display
1.3MP Rear Camera
800 mAh Battery
1 year
",₹849
"Redmi 5 (Black, 64 GB)",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 128 GB
14.48 cm (5.7 inch) HD+ Display
12MP Rear Camera | 5MP Front Camera
3300 mAh Battery
Qualcomm Snapdragon 450 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹8,999"
"Redmi 5 (Gold, 32 GB)",4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
14.48 cm (5.7 inch) HD+ Display
12MP Rear Camera | 5MP Front Camera
3300 mAh Battery
Qualcomm Snapdragon 450 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹7,990"
"Gionee A1 Plus (Black, 64 GB)",4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.24 cm (6 inch) Full HD Display
13MP + 5MP | 20MP Front Camera
4550 mAh Battery
Helio P25 MT 6757CD Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹16,499"
"Google Pixel 3 XL (Clearly White, 128 GB)",4.6,"4 GB RAM | 128 GB ROM |
16.0 cm (6.3 inch) Quad HD+ Display
12.2MP Rear Camera | 8MP + 8MP Dual Front Camera
3430 mAh Battery
Qualcomm Snapdragon 845 64-bit Processor
Brand Warranty of 1 Year Available for Mobile
","₹51,999"
Intex i10,4.3,"20 MB RAM | 20 MB ROM |
4.57 cm (1.8 inch) Display
0.08MP Rear Camera
800 mAh Battery
1 Year Manufacturing Warranty for Mobile and 6 Months Battery Warranty
",₹865
"Redmi Note 7S (Astro Moonlight White, 64 GB)",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.0 cm (6.3 inch) Full HD+ Display
48MP + 5MP | 13MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 660 AIE Processor
Quick Charge 4.0 Support
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹9,999"
