3G,4G,5G,Audio Jack,Battery,Bluetooth,Brand Name,Color,CPU Clock Speed,CPU Cores,Display Resolution,Display Size,Display Type,Expandable Storage,Flash,Fingerprint Scanner,Fingerprint Scanner Type,GPS,GPU Name,Hybrid Slot,Internal Storage,Model Name,Model No,Name,No of Front Cameras,No of Rear Cameras,OS,OTG Compatible,Primary Camera,RAM,Ratings,Reviews,Stars,Secondary Camera,Sim Type,Sim Size,Touchscreen,Weight,WiFi
YES,YES,,3.5mm,4000 mAh,v5.0,Redmi,Space Black,2 GHz,Octa Core,2340 x 1080 pixels,16.0 cm (6.3 inch),"IPS (In-cell), RD",256 GB,Single Tone Dual LED Flash,Yes,,"A-GPS, GLONASS, BeiDou",Adreno 612,Yes,64 GB,Redmi Note 7 Pro,MZB7465IN,Redmi Note 7 Pro,1.0,2,Android Pie 9,Yes,48MP 5MP,6 GB,248806,21242,4.5,13MP,Dual Sim,Nano SIM + Nano SIM,Yes,186 g,802.11 a/b/g/n/ac
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,3.5mm,Li-polymer,v4.2,Redmi,Sunset Red,1.95 GHz,Octa Core,1520 x 720 Pixels,15.8 cm (6.22 inch),HD+,512 GB,Rear and Front Screen Flash,,,Yes,Adreno 505 at 650 MHz,No,32 GB,Redmi 8A,MZB8459IN,Redmi 8A,1.0,1,Android Pie 9.0,Yes,12MP,3 GB,105772,8682,4.4,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,188 g,Yes
YES,YES,,3.5mm,4300 mAh,v5.0,Realme,Comet Blue,2.05 GHz,Octa Core,"Front Camera: 720P at 30 fps, 1080P at 30 fps, Rear Camera: 1080P at 60 fps, 720P at 60 fps, 1080P at 30 fps, 720P at 30 fps, 4K at 30 fps",16.51 cm (6.5 inch),Full HD+ LCD Display,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",ARM G76 (12 nm),No,128 GB,6,RBS0603IN,Realme 6,1.0,4,Android 10,Yes,64MP 8MP 2MP 2MP,6 GB,965,146,4.6,16MP,Dual Sim,Nano SIM,Capacitive,191 g,Yes
HSPA+,YES,,3.5mm,4000 mAh,v4.2,Realme,Diamond Ruby,2 GHz,Octa Core,"1080p, 720p",15.49 cm (6.1 inch),HD+,256 GB,Rear Flash,,,GLONASS,GE8320,No,32 GB,C2,RMX1941,Realme C2,1.0,2,Android Pie 9.0,Yes,13MP 2MP,3 GB,109203,8787,4.3,5MP,Dual Sim,Dual Nano SIM,Multi-touch,166 g,802.11 b/g/n
Yes,YES,,3.5mm,5000 mAh,v5.0,Vivo,Electric Blue,2 GHz,Octa Core,"Yes - Upto 1080p, 720p",16.13 cm (6.35 inch),HD+,256 GB,Rear Flash and Front Screen Flash,Yes,,"Beidou, GLONASS",Adreno 610,No,32 GB,U10,Vivo 1916/PD1928BF_IN,Vivo U10,1.0,3,Android Pie 9,Yes,13MP 8MP 2MP,3 GB,10348,863,4.4,8MP,Dual Sim,Nano SIM,IPS-IN-Cell (Capacitive Multi Touch Screen),190.5 g,Yes
YES,YES,,3.5mm,4300 mAh,v5.0,Realme,Comet Blue,2.05 GHz,Octa Core,"Front Camera: 720P at 30 fps, 1080P at 30 fps, Rear Camera: 1080P at 60 fps, 720P at 60 fps, 1080P at 30 fps, 720P at 30 fps, 4K at 30 fps",16.51 cm (6.5 inch),Full HD+ LCD Display,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",ARM G76 (12 nm),No,128 GB,6,RBS0605IN,Realme 6,1.0,4,Android 10,Yes,64MP 8MP 2MP 2MP,8 GB,731,111,4.5,16MP,Dual Sim,Nano SIM,Capacitive,191 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
HSPA+,YES,,3.5mm,5000 mAh,v5.0,Realme,Blazing Red,2 GHz,Octa Core,720 x 1600 Pixels,16.56 cm (6.52 inch),HD+,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",Mali G52,No,64 GB,C3,RMX2027,Realme C3,1.0,2,Android 10,Yes,12MP 2MP,4 GB,26071,2601,4.4,5MP,Dual Sim,Dual Nano SIM,Capacitive Screen,195 g,"802.11b/g/n, 2.4G"
YES,YES,,3.5mm,4000 mAh,v5.0,Redmi,Neptune Blue,2 GHz,Octa Core,2340 x 1080 pixels,16.0 cm (6.3 inch),"IPS (In-cell), RD",256 GB,Single Tone Dual LED Flash,Yes,,"A-GPS, GLONASS, BeiDou",Adreno 612,Yes,128 GB,Redmi Note 7 Pro,MZB7700IN,Redmi Note 7 Pro,1.0,2,Android Pie 9.0,Yes,48MP 5MP,6 GB,248806,21242,4.5,13MP,Dual Sim,Nano SIM + Nano SIM,Yes,186 g,802.11 a/b/g/n/ac
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
"HSDPA (Downlink Speed) - 150 Mbps, HSUPA (Uplink Speed) - 50 Mbps",YES,,3.5 mm,2000 mAh,4,Micromax,Champagne,1.1 GHz,Quad Core,1280 x 720,12.7 cm (5 inch),HD,32 GB,Rear Flash,,,Yes,A304 at 400 MHz,No,8 GB,Vdeo 3,Q4202,Micromax Vdeo 3,1.0,1,Android Marshmallow 6,No,5MP,1 GB,3844,280,4.0,2MP,Dual Sim,Micro SIM and Micro SIM,Yes,110 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Uplink : 11.5Mbps; Downlink : 42Mbps,YES,,3.5mm,4000 mAh,5,OPPO,Ocean Blue,2.2 GHz,Octa Core,2340 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,256 GB,Rear Flash and Front Screen Flash,,,"Beidou, Glonass, Galileo",Adreno 618,Yes,256 GB,Reno2,CPH1907,OPPO Reno2,1.0,4,Android Pie 9,Yes,48MP 8MP 13MP 2MP,8 GB,1195,175,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-Touch Capacitive Screen,189 g,802.11a/b/g/n/ac
21 Mbps HSDPA,,,3.5 mm,1800 mAh,Yes,Karbonn,Black,1.2 GHz,Quad Core,1280 x 720 Pixels,11.94 cm (4.7 inch),AMOLED,32 GB,,,,A-GPS,,,4 GB,Titanium S4,,Karbonn Titanium S4,1.0,1,Android Jelly Bean 4.2,,13MP,1 GB,28,7,3.4,2MP,Dual Sim,,Capacitive,,Yes
21 Mbps HSDPA,,,3.5 mm,1800 mAh,Yes,Karbonn,White,1.2 GHz,Quad Core,1280 x 720 Pixels,11.94 cm (4.7 inch),AMOLED,32 GB,,,,A-GPS,,,4 GB,Titanium S4,,Karbonn Titanium S4,1.0,1,Android Jelly Bean 4.2,,13MP,1 GB,28,7,3.4,2MP,Dual Sim,,Capacitive,,Yes
Yes,YES,,,No,5,Apple,Gold,,,2436 x 1125 Pixels,14.73 cm (5.8 inch),Super Retina XDR Display,,Rear Brighter True Tone Flash with Slow Sync and Front Retina Flash,,,,,No,64 GB,iPhone 11 Pro,MWC52HN/A,Apple iPhone 11 Pro,1.0,3,iOS 13,No,12MP 12MP 12MP,,1095,97,4.7,12MP,Dual Sim,Nano SIM and eSIM,Yes,188 g,Yes
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
7.2,YES,,3.5 mm,No,4,Jivi,White & Gold,1.3 GHz,Quad Core,1280 x 720,12.7 cm (5 inch),FWVGA,64 GB,Yes,,,Yes,,No,16 GB,Prime P444,P444,Jivi Prime P444,2.0,2,Yes,Yes,8MP 8MP,2 GB,34,1,3.6,5MP 5MP,Dual Sim,nano,Yes,168.5 g,Yes
YES,YES,,3.5mm,4000 mAh,4.2,Redmi,Prime Black,1.8 GHz,Octa Core,"1080p, 720p",15.9 cm (6.26 inch),HD+,512 GB,Front Screen Flash with Auto Adjust Color Temperature,Yes,,"GPS: L1, Galileo: E1, GLONASS: L1",Adreno 506 Up to 725 MHz,No,64 GB,Redmi Y3,M1810F6I,Redmi Y3,1.0,2,Android Pie 9.0,Yes,12MP 2MP,4 GB,2774,210,4.4,32MP,Dual Sim,,Yes,180 g,802.11b/g/n
HSPA+,YES,,,,5,Apple,Space Grey,,,3840 x 2160 Pixels,13.97 cm (5.5 inch),Widescreen LCD Multi-touch Display with IPS Technology,,Rear Quad LED True Tone Flash with Slow Sync and Front Retina Flash,Yes,,"Assisted GPS, GLONASS, Galileo, QZSS",,,256 GB,iPhone 8 Plus,MQ8G2HN/A,Apple iPhone 8 Plus,1.0,2,iOS 12,,12MP 12MP,,3299,355,4.6,7MP,Single Sim,Nano SIM,Yes,202 g,802.11 ac (Wi-Fi with MIMO)
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,3.5mm,4500 mAh,v5.0,POCO,Phoenix Red,2.2 GHz,Octa Core,2400 x 1080 Pixels,16.94 cm (6.67 inch),Full HD+,512 GB,Rear Flash,Yes,,Yes,Adreno 618,Yes,128 GB,X2 Special Edition,MZB9231IN,POCO X2 Special Edition,2.0,4,Android 10,Yes,64MP 8MP 2MP 2MP,6 GB,3874,559,4.6,20MP 2MP,Dual Sim,Nano SIM,Yes,208 g,Yes
"HSPA Category 24: 5.76 Mbit/s (UL), 42 Mbit/s (DL), WCDMA: 384 kbit/s (UL), 384 kbit/s (DL)",YES,,3.5 mm,Li-Polymer,4.2,Honor,Pearl White,2.3 GHz,Octa Core,1920 x 1080,13.21 cm (5.2 inch),Full HD,128 GB,Dual Color Temperature Flash,Yes,,"A-GPS, GLONASS",,No,32 GB,Honor 8,FRD-L02,Honor 8,1.0,2,Android Marshmallow 6,Yes,12MP 12MP,4 GB,2847,703,4.4,8MP,Single Sim,Nano SIM,Capacitive,153 g,802.11 ac/a/b/g/n
YES,YES,,,4500 mAh,v5.0,Samsung,Cloud Blue,2.73 GHz,Octa Core,3200 x 1440 Pixels,17.02 cm (6.7 inch),Dynamic AMOLED Infinity-O Display,1 TB,Rear Flash,Yes,In-Display,"A-GPS, GLONASS, BeiDou, Galileo",ARM | Trym,Yes,128 GB,Galaxy S20+,SM-G985FLBDINU,Samsung Galaxy S20+,1.0,3,Android 10,Yes,MP MP MP,8 GB,18,4,4.9,10MP,Dual Sim,Nano SIM,Yes,186 g,Yes
,YES,,,3950 mAh,,Micromax,Gradient Purple,3 MHz,,720 x 1560$$Pixels,15.44 cm (6.08 inch),,,,,,,,Yes,32 GB,iONE Note,N8305,Micromax iONE Note,,1,Android Pie 9.0,yes,13MP,3 GB,3,0,3.7,,Dual Sim,,Yes,,
Yes,YES,,3.5mm,2500 mAh,v5.0,Lava,Midnight Blue,1.4 GHz,Quad Core,720p,12.7 cm (5 inch),LCD,128 GB,Rear Camera Flash,,,Yes,Mali 820 MP1,No,16 GB,Z41,LN9910 Z41,Lava Z41,1.0,1,Android Pie 9,Yes,5MP,1 GB,35,4,4.0,2MP,Dual Sim,Nano SIM + Nano SIM,Capacitive,160 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,3.5mm,4500 mAh,,Samsung,Prism Crush Red,2 GHz,Octa Core,1080 x 2400 Pixels,17.02 cm (6.7 inch),Amoled,512 GB,,,,,Qualcomm Adreno 612,No,128 GB,Galaxy A70s,SM-A707FZRWINS,Samsung Galaxy A70s,1.0,3,Android Pie 9,Yes,64MP 5MP 8MP,8 GB,622,81,4.4,32MP,Dual Sim,Nano SIM,Yes,188 g,
YES,YES,,3.5mm,4500 mAh,v5.0,POCO,Atlantis Blue,2.2 GHz,Octa Core,2400 x 1080 Pixels,16.94 cm (6.67 inch),Full HD+,512 GB,Rear Flash,Yes,,Yes,Adreno 618,Yes,128 GB,X2 Special Edition,MZB9232IN,POCO X2 Special Edition,2.0,4,Android 10,Yes,64MP 8MP 2MP 2MP,6 GB,3874,559,4.6,20MP 2MP,Dual Sim,Nano SIM,Yes,208 g,Yes
"HSPA+, HSDPA",YES,,3.5mm,3700 mAh,5.0,Google,Just Black,2 GHz,Octa Core,"2160p, 1080p, 720p, 480p",15.24 cm (6 inch),OLED,,,Yes,,"GLONASS, BeiDou, Galileo, QZSS",Adreno 615,No,64 GB,Pixel 3a XL,G020B,Google Pixel 3a XL,1.0,1,Android Pie 9.0,Yes,12.2MP,4 GB,1406,206,4.5,8MP,Single Sim,Single Nano SIM,Yes,167 g,"2.4GHz + 5GHz, 802.11a/b/g/n/ac (2x2 MIMO)"
YES,YES,,3.5mm,4000 mAh,v4.2,OPPO,Sky White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,,Rear Flash,,,"BeiDou, GLONASS",ARM Mali-G72 MP3 900MHz,No,128 GB,Reno2 F,CPH1989,OPPO Reno2 F,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,1664,158,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,195 g,802.11a/b/g/n/ac
"HSPA+, HSDPA",YES,,3.5mm,3700 mAh,5.0,Google,Clearly White,2 GHz,Octa Core,"2160p, 1080p, 720p, 480p",15.24 cm (6 inch),OLED,,,Yes,,"GLONASS, BeiDou, Galileo, QZSS",Adreno 615,No,64 GB,Pixel 3a XL,G020B,Google Pixel 3a XL,1.0,1,Android Pie 9.0,Yes,12.2MP,4 GB,1406,206,4.5,8MP,Single Sim,Single Nano SIM,Yes,167 g,"2.4GHz + 5GHz, 802.11a/b/g/n/ac (2x2 MIMO)"
Yes,YES,,Yes,No,Yes,Samsung,Alpine White,2.7 GHz,Octa Core,2960 x 1440 Pixels,16.26 cm (6.4 inch),Super AMOLED,512 GB,Yes,Yes,,Yes,,Yes,128 GB,Galaxy Note 9,SM-N960FZWDINS,Samsung Galaxy Note 9,1.0,2,Android Oreo 8,Yes,12MP 12MP,6 GB,2060,272,4.6,8MP,Dual Sim,Nano SIM,Yes,201 g,Yes
Yes,YES,,3.5mm,No,5,Samsung,Black,2.2 GHz,Octa Core,1920 x 1080 pixels,15.24 cm (6 inch),Super AMOLED Infinity Display,512 GB,Front and Rear LED Flash,Yes,,"GLONASS, BeiDou",ARM Mali-G71 MP2,No,64 GB,Galaxy A7,SM-A750FZKDINS,Samsung Galaxy A7,1.0,3,Android Oreo 8,Yes,24MP 5MP 8MP,4 GB,12634,1296,4.4,24MP,Dual Sim,Nano SIM,Multi-touch,169 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,3.5 mm,No,4,XOLO,Jet Black,1.25 GHz,Quad Core,720 x 1280 Pixels,12.7 cm (5 inch),HD IPS,64 GB,Front Moonlight Flash and Rear LED Flash,,,Yes,ARM Mali-T720 MP1,No,16 GB,ERA 2V,ERA 2V,XOLO ERA 2V,1.0,1,Android Nougat 7,Yes,8MP,2 GB,5763,1129,3.9,13MP,Dual Sim,Micro SIM,Yes,170 g,Yes
Yes,YES,,3.5 mm,No,V4.0,Kenxinda,Gold,1.5 GHz,Octa Core,1080 x 1920 Pixels,13.21 cm (5.2 inch),Full HD,128 GB,,,,Yes,ARM MALI-T720 MP2,Yes,16 GB,R6,R6,Kenxinda R6,1.0,1,Android Lollipop 5.1,Yes,13MP,2 GB,17,4,3.5,5MP,Dual Sim,Nano SIM,Yes,,Yes
Yes,YES,,3.5,No,V4.0,Kenxinda,Iron Grey,1.5 GHz,Octa Core,1080 x 1920 Pixels,13.21 cm (5.2 inch),Full HD,128 GB,,,,,ARM MALI-T720 MP2,Yes,16 GB,R6,R6,Kenxinda R6,1.0,1,6,Yes,13MP,2 GB,17,4,3.5,5MP,Dual Sim,Nano SIM,Yes,,Yes
"HSDPA, HSUPA",YES,,3.5 mm,2500 mAh,4,Micromax,Champange,1 GHz,Quad Core,1280 x 720 pixels,12.7 cm (5 inch),IPS on-cell,64 GB,Rear Flash,Yes,,Yes,Mali-T720 MP2 at 450 MHz,No,16 GB,Canvas Unite 4 Plus,Q427 Plus,Micromax Canvas Unite 4 Plus,1.0,1,Android Marshmallow 6,Yes,8MP,2 GB,1029,193,3.8,5MP,Dual Sim,Micro SIM and Micro SIM,Yes,,Yes
YES,YES,,,4000 mAh,,Karbonn,Champagne,1.25 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),HD,32 GB,,,,,,No,8 GB,Aura Power 4G+,Aura Power,Karbonn Aura Power 4G+,1.0,1,Android Nougat 7,Yes,5MP,1 GB,87,9,3.1,5MP,Dual Sim,Micro SIM,Yes,,Yes
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
YES,YES,,,4000 mAh,,Karbonn,Grey,1.25 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),HD,32 GB,,,,,,No,8 GB,Aura Power 4G+,Aura Power,Karbonn Aura Power 4G+,1.0,1,Android Nougat 7,Yes,5MP,1 GB,87,9,3.1,5MP,Dual Sim,Micro SIM,Yes,,Yes
"HSDPA: rel.7 21MBps Downlink, HSPA, HSUPA: rel.7 5.76MBps Uplink",YES,,3.5,2000 mAh,4,Micromax,Jet Black,1.1 GHz,Quad Core,720P/480P,11.43 cm (4.5 inch),TFT,32 GB,Rear and Front Flash,,,Yes,Mali - T720�MP1,No,8 GB,Bharat Go,Q437,Micromax Bharat Go,1.0,1,Android Oreo 8,Yes,5MP,1 GB,120,16,3.9,5MP,Dual Sim,Micro Sim and Micro Sim,Capacitive,130 g,Yes
,YES,,3.5mm,Li-ion,Yes,LG,Aurora Green,2 GHz,Octa Core,720x1520$$Pixels,15.9 cm (6.26 inch),HD+ IPS Dot FullVisionTM Display,256 GB,,Yes,,,,Yes,32 GB,W30,W30,LG W30,1.0,2,Android Pie 9,Yes,12MP 13MP,3 GB,102,15,4.0,16MP,Dual Sim,,Yes,172 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,,Li-ion,Yes,Panasonic,Gun Metal Grey,1.5 GHz,Octa Core,1080 x 1920 pixels,13.97 cm (5.5 inch),FHD IPS,,Yes,,,Yes,"Yes, Adreno 405",,32 GB,Eluga Switch,Eluga Switch,Panasonic Eluga Switch,1.0,1,Android Lollipop 5,,13MP,2 GB,264,55,3.4,8MP,Dual Sim,,Capacitive,141 g,Yes
YES,YES,,,3000 mAh,Yes,VOTO,Blue,1.3 GHz,Quad Core,1280 x 720 pixels,12.7 cm (5 inch),HD,,Auto Flash,,,,,No,16 GB,V11,,VOTO V11,1.0,1,Android Nougat 7.1,No,13MP,2 GB,91,11,3.5,5MP,Dual Sim,Nano SIM,Capacitive,,Yes
Yes,YES,,3.5,3000 mAh,4.2,Samsung,Black,1.6 GHz,Octa Core,720 x 1480 Pixels,14.22 cm (5.6 inch),Super AMOLED,256 GB,Rear and Front Flash,,,,ARM Mali T830 MP1,No,32 GB,Galaxy J6,SM-J600GZKGINS,Samsung Galaxy J6,1.0,1,Android Oreo 8,Yes,13MP,3 GB,15486,1605,4.4,8MP,Dual Sim,Nano Sim,Yes,153 g,Yes
42.2Mbps HSDPA/HSDPA+,YES,,3.5 mm,No,v4.0,Lava,Black,1.5 GHz,Quad Core,3gp,13.84 cm (5.45 inch),IPS Incell,32 GB,LED in Front and Rear,,,Yes,Img GE8100 @ 570 Mhz,No,16 GB,Z61,Z61,Lava Z61,1.0,1,-,Yes,8MP,1 GB,3234,360,4.1,5MP,Dual Sim,Micro SIM + Nano SIM,capacitive,,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,3.5 mm,Li-ion,Yes,Karbonn,Black,1.3 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),HD IPS,64 GB,Yes,,,,,No,16 GB,Titanium Jumbo,Titanium Jumbo,Karbonn Titanium Jumbo,1.0,1,Android Nougat 7,Yes,13MP,2 GB,13810,2788,3.9,8MP,Dual Sim,Micro Sim,Yes,172 g,Yes
YES,YES,,3.5 mm,Li-ion,Yes,Karbonn,Champagne,1.3 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),HD IPS,64 GB,Yes,,,,,No,16 GB,Titanium Jumbo,Titanium Jumbo,Karbonn Titanium Jumbo,1.0,1,Android Nougat 7,Yes,13MP,2 GB,13810,2788,3.9,8MP,Dual Sim,Micro Sim,Yes,172 g,Yes
Yes,YES,,3.5 mm,Li-Polymer,4.1,Nokia,Tempered Blue,1.4,Octa Core,1280 x 720 pixels,13.21 cm (5.2 inch),IPS LCD,128 GB,,Yes,,,,No,16 GB,5,,Nokia 5,1.0,1,Android Nougat 7.1.1,Yes,13MP,2 GB,894,166,4.0,8MP,Dual Sim,,Yes,,Yes
YES,YES,,3.5mm,4000 mAh,v4.2,OPPO,Sky White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,,Rear Flash,,,"BeiDou, GLONASS",ARM Mali-G72 MP3 900MHz,No,128 GB,Reno2 F,CPH1989,OPPO Reno2 F,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,1664,158,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,195 g,802.11a/b/g/n/ac
HSPA+,YES,,,4000 mAh,,Lenovo,Venom Black,2.3 GHz,Octa Core,1280 x 720,13.21 cm (5.2 inch),TFT LCD IPS,128 GB,Rear Single True Flash and Front Fill Light LED,Yes,,,,,32 GB,K8,XT1902-1,Lenovo K8,1.0,1,Android Nougat 7.1.1,Yes,13MP,3 GB,2528,355,4.1,8MP,Dual Sim,Nano SIM,Yes,,
Yes,YES,,3.5 mm,No,4,iVooMi,Bronze Gold,1.5 GHz,Quad Core,1440 x 720 Pixels,13.84 cm (5.45 inch),IPS,128 GB,Rear Camera with Soft Flash,,,Yes,Yes,Yes,32 GB,I2,I2,iVooMi I2,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,3 GB,9830,1700,3.3,8MP,Dual Sim,Nano,Capacitive,,Yes
Yes,YES,,3.5mm,No,4,SSKY,Wine Red,1.3 GHz,Quad Core,480 x 960$$pixel,13.84 cm (5.45 inch),Capacitative Display,64 GB,Back,,,Yes,Mediatek 6737,Yes,16 GB,Reno,Y-999,SSKY Reno,1.0,1,Android Pie 9.0,Yes,8MP,2 GB,77,4,3.7,5MP,Dual Sim,Full Size SIM,IPS Screen,250 g,Yes
42 Mbps HSDPA; 11.5 Mbps HSUPA,YES,,3.5 mm,Li-Polymer,4.1,Honor,Gold,1.5 GHz,Octa Core,1920 x 1080,13.97 cm (5.5 inch),Full HD,128 GB,LED,Yes,,"A-GPS, GLONASS",Huawei EMUI 3.1,No,16 GB,5X,KIW-L22,Honor 5X,1.0,1,Android Lollipop 5.1,No,13MP,2 GB,18965,3337,4.1,5MP,Dual Sim,Micro SIM and Nano SIM,,158 g,802.11 b/g/n
HSPA+,YES,,3.5mm Stereo Headset Connector,3060 mAh,5,Nokia,Blue,1.8 GHz,Octa Core,"2160p, 1080p, 720p",14.73 cm (5.8 inch),Full HD+,400 GB,Rear Dual Tone Flash and Front Display Flash,Yes,,A-GPS + GLONASS + BDS + Cellular and Wi-Fi Network Positioning,,Yes,64 GB,6.1 Plus,,Nokia 6.1 Plus,1.0,2,Android Oreo 8.1.0,Yes,16MP 5MP,6 GB,1589,155,4.2,16MP,Dual Sim,Dual Nano SIM,Yes,151 g,Yes
